rank,gid,role,priority_score,why
20,100000002718366100,consolidator,0.82057885,"Вход от 6 плательщиков (seed: 0); 2,525,000 KZT; исходящих связей 0. Признаки консолидации. Достижим от 9 seed. Проверить назначение и полную историю переводов."
21,100000005933757100,distributor,0.81658862,"Переводы 34 получателям; 46 операций; 3,002,628 KZT. Признаки веерного распределения. Достижим от 7 seed. Проверить назначение и полную историю переводов."
22,100000008489922100,distributor,0.81524082,"Переводы 36 получателям; 41 операций; 3,789,900 KZT. Признаки веерного распределения. Достижим от 8 seed. Проверить назначение и полную историю переводов."
23,100000008730846100,consolidator,0.81283328,"Вход от 7 плательщиков (seed: 0); 155,042 KZT; исходящих связей 3. Признаки консолидации. Достижим от 8 seed. Проверить назначение и полную историю переводов."
24,100000002398779100,consolidator,0.81208353,"Вход от 13 плательщиков (seed: 0); 1,095,690 KZT; исходящих связей 1. Признаки консолидации. Достижим от 8 seed. Проверить назначение и полную историю переводов."
25,100000004403675100,coordinator,0.81183283,Связывает 4 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00279. Гипотеза структурной координации. Достижим от 7 seed. Проверить назначение и полную историю переводов.
26,100000005782781100,consolidator,0.80612627,"Вход от 6 плательщиков (seed: 0); 171,888 KZT; исходящих связей 10. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
27,100000002838861100,consolidator,0.80585873,"Вход от 5 плательщиков (seed: 2); 554,524 KZT; исходящих связей 1. Признаки консолидации. Достижим от 8 seed. Проверить назначение и полную историю переводов."
28,100000002741024100,consolidator,0.80548959,"Вход от 5 плательщиков (seed: 0); 817,981 KZT; исходящих связей 6. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
29,100000008546855100,consolidator,0.80303261,"Вход от 6 плательщиков (seed: 0); 71,790 KZT; исходящих связей 2. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
30,100000004759121100,consolidator,0.79948828,"Вход от 6 плательщиков (seed: 1); 710,000 KZT; исходящих связей 2. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
31,100000004351795100,coordinator,0.79910439,Связывает 8 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00243. Гипотеза структурной координации. Достижим от 7 seed. Проверить назначение и полную историю переводов.
32,100000000661912100,consolidator,0.79808432,"Вход от 5 плательщиков (seed: 1); 393,036 KZT; исходящих связей 2. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
33,100000002547110100,consolidator,0.79647515,"Вход от 6 плательщиков (seed: 0); 1,500,000 KZT; исходящих связей 0. Признаки консолидации. Достижим от 8 seed. Проверить назначение и полную историю переводов."
34,100000001282143100,consolidator,0.79448994,"Вход от 5 плательщиков (seed: 0); 1,700,000 KZT; исходящих связей 0. Признаки консолидации. Достижим от 10 seed. Проверить назначение и полную историю переводов."
35,100000001303311100,consolidator,0.79322972,"Вход от 5 плательщиков (seed: 0); 1,324,000 KZT; исходящих связей 0. Признаки консолидации. Достижим от 9 seed. Проверить назначение и полную историю переводов."
36,100000004070318100,coordinator,0.7893261,Связывает 15 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00207. Гипотеза структурной координации. Достижим от 7 seed. Проверить назначение и полную историю переводов.
37,100000008636603100,coordinator,0.78773247,Связывает 3 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00347. Гипотеза структурной координации. Достижим от 7 seed. Проверить назначение и полную историю переводов.
38,100000004962193100,consolidator,0.78752225,"Вход от 8 плательщиков (seed: 0); 900,468 KZT; исходящих связей 0. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
39,100000004486525100,consolidator,0.78722506,"Вход от 8 плательщиков (seed: 0); 360,924 KZT; исходящих связей 2. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
40,100000004071080100,consolidator,0.7839953,"Вход от 9 плательщиков (seed: 1); 238,600 KZT; исходящих связей 2. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
41,100000003854444100,distributor,0.78054111,"Переводы 14 получателям; 14 операций; 2,322,909 KZT. Признаки веерного распределения. Достижим от 7 seed. Проверить назначение и полную историю переводов."
42,100000003242289100,distributor,0.78038094,"Переводы 23 получателям; 26 операций; 2,377,741 KZT. Признаки веерного распределения. Достижим от 7 seed. Проверить назначение и полную историю переводов."
43,100000000332284100,consolidator,0.77981611,"Вход от 10 плательщиков (seed: 0); 107,426 KZT; исходящих связей 3. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
44,100000008104567100,coordinator,0.77932755,Связывает 4 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00203. Гипотеза структурной координации. Достижим от 7 seed. Проверить назначение и полную историю переводов.
45,100000008686313100,consolidator,0.7758623,"Вход от 6 плательщиков (seed: 1); 1,912,716 KZT; исходящих связей 7. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
46,100000008466579100,distributor,0.77072083,"Переводы 17 получателям; 20 операций; 1,933,000 KZT. Признаки веерного распределения. Достижим от 8 seed. Проверить назначение и полную историю переводов."
47,100000008547844100,distributor,0.76885663,"Переводы 19 получателям; 21 операций; 2,042,199 KZT. Признаки веерного распределения. Достижим от 8 seed. Проверить назначение и полную историю переводов."
48,100000003741418100,consolidator,0.76818801,"Вход от 9 плательщиков (seed: 0); 151,900 KZT; исходящих связей 3. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
49,100000008413748100,distributor,0.76431998,"Переводы 18 получателям; 21 операций; 1,377,320 KZT. Признаки веерного распределения. Достижим от 7 seed. Проверить назначение и полную историю переводов."
50,100000008144528100,consolidator,0.76400631,"Вход от 5 плательщиков (seed: 0); 1,068,203 KZT; исходящих связей 0. Признаки консолидации. Достижим от 7 seed. Проверить назначение и полную историю переводов."
