gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,betweenness,pass_through_defined,pass_through,balance_comparable,truncated_by_depth,unobserved_funding,seed_reach,seed_payers,in_cycle,reciprocal_neighbors,repeat_routes,fast_out_share,matched_lag_days,max_payers_same_day,burst_share,near_threshold_share,in_avg_kzt,out_avg_kzt,volume_depth_percentile,neighbor_clusters,base_role,structural_neighbors,flags,priority_role,priority_reach,priority_volume,priority_pagerank,priority_patterns,seed_discount
100000000274067100,peripheral,0.5,9,0.4108313,"Колено 1; входящих связей 2, исходящих 3; вход 517,704 KZT. Пороги значимых ролей не достигнуты.",1,False,2,3,517704,2969000,9,9,0.000411173583966,1.18888110832e-06,True,5.73493733871,True,False,True,1,1,True,1,3,0.106238313785,1,1,0.636045962032,0.222222222222,57522.6666667,329888.888889,0.993644067797,1,peripheral,1,unobserved_funding;directed_cycle,0.03,0.0625,0.177302233407,0.107695729537,0.0333333333333,1
100000000287768100,peripheral,0.5,11,0.35771799,"Колено 3; входящих связей 1, исходящих 0; вход 35,168 KZT. Пороги значимых ролей не достигнуты.",3,False,1,0,35168,0,1,0,0.000287132452737,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,35168,0,0.316856780735,1,peripheral,1,none,0.03,0.1875,0.123202869234,0.0170151245552,0,1
100000000288317100,peripheral,0.5,7,0.43217838,"Колено 3; входящих связей 2, исходящих 3; вход 100,000 KZT. Пороги значимых ролей не достигнуты.",3,False,2,3,100000,53500,2,3,0.000311104361844,5.82551743078e-05,True,0.535,True,False,False,7,0,False,0,0,0,0,1,0.4332247557,0.2,50000,17833.3333333,0.636248415716,1,peripheral,1,none,0.03,0.1875,0.140545818528,0.0741325622776,0,1
100000000291906100,transit,0.536553,1,0.69982739,"Вход 388,000 KZT; выход/вход=1.17; сопоставлено за 1–2 дня 2%. Признаки транзита.",2,False,2,2,388000,455854,3,6,0.000757952514139,7.80698594465e-05,True,1.1748814433,True,False,False,7,0,True,1,2,0.020618556701,1,1,0.640340627644,0.111111111111,129333.333333,75975.6666667,0.878787878788,1,transit,0,directed_cycle,0.18,0.1875,0.160604377562,0.138389679715,0.0333333333333,1
100000000291908100,terminal,0.772778,1,0.62306088,"Колено 3; вход 295,500 KZT; исходящих связей 1, выход/вход=0.05. Получатель в видимой выборке.",3,False,1,1,295500,13300,5,1,0.00070166835295,1.98146851387e-05,True,0.0450084602369,True,False,False,7,0,False,0,1,0,0,1,0.647668393782,0,59100,13300,0.770595690748,1,terminal,0,none,0.15,0.1875,0.148772626534,0.136788256228,0,1
100000000297649100,peripheral,0.5,12,0.53759896,"Колено 2; входящих связей 1, исходящих 1; вход 40,000 KZT. Пороги значимых ролей не достигнуты.",2,False,1,1,40000,70600,1,2,0.000802395501066,0,True,1.765,True,False,True,8,0,True,1,1,0,0,1,0.365280289331,0,40000,35300,0.556277056277,1,peripheral,0,unobserved_funding;directed_cycle,0.03,0.19812031259,0.136688014598,0.139457295374,0.0333333333333,1
100000000299820100,peripheral,0.25,7,0.43766889,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 10,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,10000,0,1,0,0.000447548559215,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,10000,0,0.184684684685,1,peripheral,0,truncated_depth4,0.03,0.1875,0.10840287741,0.111766014235,0,1
100000000307908100,peripheral,0.5,36,0.24352448,"Колено 2; входящих связей 1, исходящих 0; вход 5,000 KZT. Пороги значимых ролей не достигнуты.",2,False,1,0,5000,0,1,0,0.000295513519356,0,True,0,True,False,False,1,0,False,0,0,0,0,1,1,1,5000,0,0.00757575757576,1,peripheral,0,none,0.03,0.0625,0.100246013331,0.0507784697509,0,1
100000000331309100,coordinator,1,5,0.92842527,Связывает 11 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00456. Гипотеза структурной координации.,2,False,5,99,984635,23001375,8,126,0.000869742178237,0.00455723405027,True,23.3603061033,True,False,True,7,0,True,0,22,1,1,3,0.0856288728305,0,123079.375,182550.595238,1,13,consolidator,11,unobserved_funding;fast_temporal_match;sync_inflow;directed_cycle,0.3,0.1875,0.2,0.140925266904,0.1,1
100000000332284100,consolidator,0.75,1,0.77981611,"Вход от 10 плательщиков (seed: 0); 107,426 KZT; исходящих связей 3. Признаки консолидации.",2,False,10,3,107426,289500,12,3,0.000712719941904,0.00010913726639,True,2.69487833485,True,False,True,7,0,False,0,2,0.107050434718,1.47826086957,3,0.687785632586,0.8,8952.16666667,96500,0.790043290043,4,consolidator,4,unobserved_funding;sync_inflow,0.27,0.1875,0.15172743856,0.137255338078,0.0333333333333,1
100000000343175100,consolidator,0.65,16,0.48443304,"Вход от 8 плательщиков (seed: 1); 178,712 KZT; исходящих связей 31. Признаки консолидации.",0,True,8,31,178712,4000039,14,33,0.000709762802885,0.00109469260903,True,22.3825988182,False,False,True,7,1,False,0,3,0.728613635346,1,2,0.206645478517,0.0851063829787,12765.1428571,121213.30303,0.950617283951,6,consolidator,2,seed;unobserved_funding;fast_temporal_match,0.27,0.1875,0.179433177584,0.137121886121,0.0333333333333,0.6
100000000369781100,peripheral,0.25,5,0.43938747,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 5,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,5000,0,1,0,0.000529321411607,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,1,5000,0,0.0236486486486,1,peripheral,0,truncated_depth4,0.03,0.1875,0.100246013331,0.121641459075,0,1
100000000375150100,peripheral,0.25,17,0.53283633,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 300,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,300000,0,1,0,0.000740800016566,0,True,0,True,True,False,10,0,False,0,0,0,0,1,1,0,300000,0,0.896396396396,1,peripheral,0,truncated_depth4,0.03,0.216214476165,0.148432353713,0.138189501779,0,1
100000000404740100,peripheral,0.25,26,0.46560111,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 25,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,25000,0,1,0,0.000554595874844,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,25000,0,0.433558558559,1,peripheral,0,truncated_depth4,0.03,0.1875,0.119186514696,0.128914590747,0,1
100000000408846100,peripheral,0.5,27,0.38947282,"Колено 3; входящих связей 1, исходящих 0; вход 40,500 KZT. Пороги значимых ролей не достигнуты.",3,False,1,0,40500,0,1,0,0.000294103254055,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,40500,0,0.34474017744,1,peripheral,0,none,0.03,0.1875,0.124864280491,0.0471085409253,0,1
100000000413678100,peripheral,0.5,22,0.43656139,"Колено 3; входящих связей 2, исходящих 3; вход 306,500 KZT. Пороги значимых ролей не достигнуты.",3,False,2,3,306500,528198,2,18,0.000299057251119,5.76607337536e-05,True,1.72332137031,True,False,True,7,0,False,0,1,0.234907014682,1.16665509243,2,0.374386904006,0.25,153250,29344.3333333,0.925221799747,2,peripheral,2,unobserved_funding,0.03,0.1875,0.160475977514,0.0585854092527,0,1
100000000424935100,peripheral,0.25,24,0.39079474,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 15,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,15000,0,1,0,0.000299774066488,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,15000,0,0.287162162162,1,peripheral,0,truncated_depth4,0.03,0.1875,0.113174633106,0.0601201067616,0,1
100000000425407100,peripheral,0.5,4,0.39938506,"Колено 2; входящих связей 1, исходящих 0; вход 20,000 KZT. Пороги значимых ролей не достигнуты.",2,False,1,0,20000,0,1,0,0.000303432651554,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,20000,0,0.154761904762,1,peripheral,0,none,0.03,0.1875,0.116560329835,0.0653247330961,0,1
100000000437046100,coordinator,0.552261,11,0.91463901,Связывает 14 узлов сбора/рассылки; достижим от 7 seed; betweenness=0.00220. Гипотеза структурной координации.,2,False,9,42,1107200,7606224,20,73,0.000787536290382,0.0021971484948,True,6.86978323699,True,False,True,7,0,True,3,13,0.864523121387,1.37803489344,3,0.13522571609,0.010752688172,55360,104194.849315,0.993506493506,9,consolidator,14,unobserved_funding;fast_temporal_match;sync_inflow;directed_cycle,0.3,0.1875,0.188082069589,0.139056939502,0.1,1
100000000440392100,terminal,0.561894,3,0.52376645,"Колено 1; вход 105,705 KZT; исходящих связей 0, выход/вход=0.00. Получатель в видимой выборке.",1,False,1,0,105705,0,4,0,0.000295327846027,0,True,0,True,False,False,7,1,False,0,1,0,0,1,0.329028901187,0,26426.25,0,0.567796610169,1,terminal,1,none,0.15,0.1875,0.136155236105,0.0501112099644,0,1
100000000456947100,peripheral,0.25,0,0.01886077,Seed; 0 связей и 0 KZT в выгрузке. Данных для поведенческой роли недостаточно.,0,True,0,0,0,0,0,0,0.000284037399667,0,False,0,False,False,False,0,0,False,0,0,0,0,0,0,0,0,0,0.123456790123,0,peripheral,0,seed;no_observed_edges,0.03,0,0,0.00143460854093,0,0.6
100000000470237100,peripheral,0.25,3,0.47129122,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 32,500 KZT. Роль за границей обхода не установлена.",4,False,1,0,32500,0,1,0,0.000584077710724,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,32500,0,0.496621621622,1,peripheral,0,truncated_depth4,0.03,0.1875,0.122274319346,0.131516903915,0,1
100000000481716100,peripheral,0.5,15,0.4245669,"Колено 3; входящих связей 1, исходящих 0; вход 8,000 KZT. Пороги значимых ролей не достигнуты.",3,False,1,0,8000,0,1,0,0.000374967146715,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,1,8000,0,0.0335868187579,1,peripheral,0,none,0.03,0.1875,0.105776869064,0.101290035587,0,1
100000000489417100,transit,0.63953,17,0.6356262,"Вход 73,504 KZT; выход/вход=1.09; сопоставлено за 1–2 дня 0%. Признаки транзита.",2,False,3,1,73504,80000,3,1,0.000548475555813,1.40454814359e-05,True,1.08837614279,True,False,False,7,0,False,0,0,0,0,2,0.651448822181,0,24501.3333333,80000,0.623376623377,2,transit,2,none,0.18,0.1875,0.14054612522,0.127580071174,0,1
100000000490383100,peripheral,0.5,3,0.4989415,"Колено 2; входящих связей 3, исходящих 8; вход 62,600 KZT. Пороги значимых ролей не достигнуты.",2,False,3,8,62600,461375,3,9,0.000544770683168,5.16502792616e-05,True,7.37020766773,True,False,True,7,0,False,0,1,0,0,1,0.655565628131,0.5,20866.6666667,51263.8888889,0.835497835498,1,peripheral,0,unobserved_funding,0.03,0.1875,0.154995770249,0.126445729537,0,1
100000000500040100,peripheral,0.25,4,0.4005194,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 20,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,20000,0,1,0,0.000304384502509,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,20000,0,0.370495495495,1,peripheral,1,truncated_depth4,0.03,0.1875,0.116560329835,0.0664590747331,0,1
100000000507799100,peripheral,0.5,34,0.33244571,"Колено 1; входящих связей 1, исходящих 1; вход 5,132 KZT. Пороги значимых ролей не достигнуты.",1,False,1,1,5132,8000,1,1,0.000284585553215,0.000115321467507,True,1.55884645362,True,False,True,7,1,False,0,0,0,0,1,0.609198903442,1,5132,8000,0.0487288135593,2,peripheral,1,unobserved_funding,0.03,0.1875,0.111609413722,0.00333629893238,0,1
100000000533217100,terminal,0.503986,1,0.6006464,"Колено 2; вход 53,587 KZT; исходящих связей 0, выход/вход=0.00. Получатель в видимой выборке.",2,False,1,0,53587,0,1,0,0.000648452389425,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,53587,0,0.398268398268,1,terminal,0,none,0.15,0.1875,0.128159741029,0.134986654804,0,1
100000000534581100,peripheral,0.5,7,0.40543059,"Колено 3; входящих связей 2, исходящих 1; вход 55,960 KZT. Пороги значимых ролей не достигнуты.",3,False,2,1,55960,40000,2,1,0.000296821347247,1.92202445845e-05,True,0.714796283059,True,False,False,7,0,False,0,0,0,0,1,0.489495623176,0.333333333333,27980,40000,0.529784537389,2,peripheral,2,none,0.03,0.1875,0.135016886161,0.0529137010676,0,1
100000000542087100,peripheral,0.25,5,0.32880414,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 8,507 KZT. Роль за границей обхода не установлена.",4,False,1,0,8506.91,0,1,0,0.000284877160395,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,1,8506.91,0,0.137387387387,1,peripheral,0,truncated_depth4,0.03,0.1875,0.106499870919,0.00480427046263,0,1
100000000552584100,terminal,1,12,0.60164411,"Колено 3; вход 2,500,000 KZT; исходящих связей 1, выход/вход=0.02. Получатель в видимой выборке.",3,False,1,1,2500000,57500,3,1,0.0013958085598,0,True,0.023,True,False,False,2,0,True,0,1,0,0,1,0.782013685239,0,833333.333333,57500,0.987325728771,1,terminal,1,directed_cycle,0.15,0.0990601562951,0.173654532653,0.145596085409,0.0333333333333,1
100000000555721100,terminal,0.57,1,0.54336861,"Колено 1; вход 113,000 KZT; исходящих связей 0, выход/вход=0.00. Получатель в видимой выборке.",1,False,2,0,113000,0,3,0,0.000306382481758,0,True,0,True,False,False,7,1,False,0,1,0,0,2,0.911504424779,0,37666.6666667,0,0.580508474576,2,terminal,2,none,0.15,0.1875,0.136940678179,0.0689279359431,0,1
100000000557536100,peripheral,0.25,5,0.41692646,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 153,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,153000,0,7,0,0.000299140814578,0,True,0,True,True,False,7,0,False,0,1,0,0,1,0.490196078431,0.571428571429,21857.1428571,0,0.797297297297,1,peripheral,0,truncated_depth4,0.03,0.1875,0.140507418858,0.0589190391459,0,1
100000000560751100,peripheral,0.5,17,0.46453349,"Колено 3; входящих связей 1, исходящих 0; вход 25,000 KZT. Пороги значимых ролей не достигнуты.",3,False,1,0,25000,0,1,0,0.000549128568414,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,25000,0,0.229404309252,1,peripheral,0,none,0.03,0.1875,0.119186514696,0.127846975089,0,1
100000000561160100,peripheral,0.25,7,0.47387101,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 240,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,240000,0,1,0,0.000433670565872,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,240000,0,0.86036036036,1,peripheral,0,truncated_depth4,0.03,0.1875,0.145806060969,0.110564946619,0,1
100000000569479100,terminal,0.8,7,0.59158518,"Колено 3; вход 320,000 KZT; исходящих связей 0, выход/вход=0.00. Получатель в видимой выборке.",3,False,1,0,320000,0,1,0,0.00039267205037,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,320000,0,0.778833967047,1,terminal,0,none,0.15,0.1875,0.149191941586,0.104893238434,0,1
100000000572276100,peripheral,0.5,6,0.22968008,"Колено 3; входящих связей 1, исходящих 1; вход 13,075 KZT. Пороги значимых ролей не достигнуты.",3,False,1,1,13075,34547,1,1,0.000286063164413,1.38702795971e-06,True,2.64221797323,True,False,True,1,0,False,0,0,0,0,1,0.725442022595,0,13075,34547,0.390367553866,1,peripheral,1,unobserved_funding,0.03,0.0625,0.126770822602,0.010409252669,0,1
100000000580561100,peripheral,0.5,37,0.24249468,"Колено 0; входящих связей 2, исходящих 3; вход 27,980 KZT. Пороги значимых ролей не достигнуты.",0,True,2,3,27980,1488077,3,13,0.000828964037003,1.18888110832e-06,True,53.1835954253,False,False,True,0,0,True,2,4,0.846318799142,2,1,0.401370133181,0.375,9326.66666667,114467.461538,0.851851851852,1,peripheral,0,seed;unobserved_funding;fast_temporal_match;directed_cycle,0.03,0,0.167500026222,0.139991103203,0.0666666666667,0.6
100000000581662100,peripheral,0.25,10,0.30880627,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 21,160 KZT. Роль за границей обхода не установлена.",4,False,1,0,21160,0,1,0,0.000301268636068,0,True,0,True,True,False,2,0,False,0,0,0,0,1,1,0,21160,0,0.40990990991,1,peripheral,0,truncated_depth4,0.03,0.0990601562951,0.11722386958,0.0625222419929,0,1
100000000581682100,peripheral,0.25,24,0.3472389,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 5,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,5000,0,1,0,0.000289282955274,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,1,5000,0,0.0236486486486,1,peripheral,0,truncated_depth4,0.03,0.1875,0.100246013331,0.0294928825623,0,1
100000000583220100,peripheral,0.5,22,0.46288244,"Колено 3; входящих связей 1, исходящих 1; вход 5,000 KZT. Пороги значимых ролей не достигнуты.",3,False,1,1,5000,761255,1,4,0.000296489904054,1.96165382873e-05,True,152.251,True,False,True,7,0,False,0,1,1,2,1,0.471155163751,0.2,5000,190313.75,0.908745247148,1,peripheral,0,unobserved_funding;fast_temporal_match,0.03,0.1875,0.159469033982,0.0525800711744,0.0333333333333,1
100000000594783100,terminal,1,12,0.60312472,"Колено 3; вход 2,635,000 KZT; исходящих связей 2, выход/вход=0.06. Получатель в видимой выборке.",3,False,1,2,2635000,152500,10,2,0.00145584420245,0,True,0.0578747628083,True,False,False,2,0,True,1,1,0.022770398482,2,1,0.391928251121,0.0833333333333,263500,76250,0.989860583016,1,terminal,1,directed_cycle,0.15,0.0990601562951,0.174668067405,0.14606316726,0.0333333333333,1
100000000596954100,peripheral,0.5,4,0.50560101,"Колено 2; входящих связей 1, исходящих 2; вход 120,000 KZT. Пороги значимых ролей не достигнуты.",2,False,1,2,120000,48100,1,2,0.000512506282562,4.83478317384e-05,True,0.400833333333,True,False,False,10,0,False,0,0,0.400833333333,2,1,0.713860797145,0.333333333333,120000,24050,0.645021645022,1,peripheral,0,none,0.03,0.216214476165,0.141615176585,0.117771352313,0,1
100000000600707100,peripheral,0.25,33,0.35674636,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 89,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,89000,0,2,0,0.000566529394439,0,True,0,True,True,False,1,0,False,0,1,0,0,1,0.561797752809,0,44500,0,0.70045045045,1,peripheral,0,truncated_depth4,0.03,0.0625,0.134130705546,0.130115658363,0,1
100000000607731100,peripheral,0.5,28,0.30508795,"Колено 1; входящих связей 1, исходящих 1; вход 20,000 KZT. Пороги значимых ролей не достигнуты.",1,False,1,1,20000,66666,1,1,0.000315727207986,5.94440554161e-07,True,3.3333,True,False,True,1,1,False,0,0,0,0,1,0.769228994069,0,20000,66666,0.523305084746,1,peripheral,0,unobserved_funding,0.03,0.0625,0.133817936214,0.0787700177936,0,1
100000000607941100,peripheral,0.5,3,0.51926432,"Колено 2; входящих связей 2, исходящих 1; вход 50,000 KZT. Пороги значимых ролей не достигнуты.",2,False,2,1,50000,70000,3,4,0.000574373089876,5.76607337536e-05,True,1.4,True,False,True,7,0,True,1,2,0.2,1,1,0.333333333333,0.142857142857,16666.6666667,17500,0.571428571429,1,peripheral,0,unobserved_funding;directed_cycle,0.03,0.1875,0.13764806915,0.130782918149,0.0333333333333,1
100000000608031100,peripheral,0.25,13,0.46287588,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 30,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,30000,0,1,0,0.000535430190399,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,0,30000,0,0.470720720721,1,peripheral,0,truncated_depth4,0.03,0.1875,0.121332281665,0.124043594306,0,1
100000000611474100,peripheral,0.5,1,0.47150911,"Колено 3; входящих связей 1, исходящих 0; вход 32,000 KZT. Пороги значимых ролей не достигнуты.",3,False,1,0,32000,0,1,0,0.000591952297989,0,True,0,True,False,False,7,0,False,0,0,0,0,1,1,0,32000,0,0.298479087452,1,peripheral,0,none,0.03,0.1875,0.122091847471,0.131917259786,0,1
100000000625169100,peripheral,0.5,20,0.22042023,"Колено 2; входящих связей 1, исходящих 0; вход 10,000 KZT. Пороги значимых ролей не достигнуты.",2,False,1,0,10000,0,1,0,0.000287408133052,0,True,0,True,False,False,1,0,False,0,0,0,0,1,1,0,10000,0,0.0530303030303,1,peripheral,1,none,0.03,0.0625,0.10840287741,0.0195173487544,0,1
100000000627521100,peripheral,0.25,5,0.32390278,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 6,500 KZT. Роль за границей обхода не установлена.",4,False,1,0,6500,0,1,0,0.000284563570765,0,True,0,True,True,False,7,0,False,0,0,0,0,1,1,1,6500,0,0.0957207207207,1,peripheral,0,truncated_depth4,0.03,0.1875,0.103333383505,0.00306939501779,0,1
100000000629812100,peripheral,0.5,19,0.41627641,"Колено 2; входящих связей 2, исходящих 0; вход 22,000 KZT. Пороги значимых ролей не достигнуты.",2,False,2,0,22000,0,2,0,0.000296361933411,0,True,0,True,False,False,10,0,False,0,0,0,0,1,0.545454545455,0,11000,0,0.178571428571,1,peripheral,1,none,0.03,0.216214476165,0.117682035704,0.0523798932384,0,1
100000000634341100,peripheral,0.25,11,0.46438668,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 24,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,24000,0,2,0,0.000551576680865,0,True,0,True,True,False,7,0,False,0,1,0,0,1,0.625,0.5,12000,0,0.421171171171,1,peripheral,0,truncated_depth4,0.03,0.1875,0.118706077189,0.128180604982,0,1
100000000640800100,peripheral,0.5,18,0.43737669,"Колено 3; входящих связей 1, исходящих 4; вход 80,000 KZT. Пороги значимых ролей не достигнуты.",3,False,1,4,80000,518135,1,6,0.000301572057914,0.000145174954828,True,6.4766875,True,False,True,7,0,False,0,1,0,0,1,0.437090288982,0,80000,86355.8333333,0.887198986058,2,peripheral,2,unobserved_funding,0.03,0.1875,0.15655373431,0.0633229537367,0,1
100000000646541100,peripheral,0.5,1,0.45379754,"Колено 2; входящих связей 3, исходящих 0; вход 25,300 KZT. Пороги значимых ролей не достигнуты.",2,False,3,0,25300,0,4,0,0.000502843255042,0,True,0,True,False,False,7,0,False,0,1,0,0,1,0.395256916996,0.75,6325,0,0.225108225108,2,peripheral,1,none,0.03,0.1875,0.119326903205,0.116970640569,0,1
100000000655469100,peripheral,0.25,19,0.42654254,"4-е колено: исходящие не выгружены. Вход 1 плательщиков, 20,000 KZT. Роль за границей обхода не установлена.",4,False,1,0,20000,0,2,0,0.000343469912236,0,True,0,True,True,False,7,0,False,0,1,0,0,1,0.5,0,10000,0,0.370495495495,1,peripheral,0,truncated_depth4,0.03,0.1875,0.116560329835,0.0924822064057,0,1
100000000656682100,transit,0.591549,1,0.53073957,"Вход 71,000 KZT; выход/вход=1.13; сопоставлено за 1–2 дня 0%. Признаки транзита.",3,False,1,2,71000,80000,1,3,0.000288008206485,3.84404891691e-05,True,1.12676056338,True,False,False,7,0,False,0,1,0,0,1,0.470198675497,0,71000,26666.6666667,0.629911280101,1,transit,1,none,0.18,0.1875,0.140352554944,0.0228870106762,0,1
